,tweets,date,user,location
640,"@lovesnyongtory thankyou so sooo much for doing this 🥺🤧

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/crkauBMcSC",2022-11-10 13:02:16+00:00,mynymynyme,
641,YEDAM AND MASHIHO LEAVING OFFICIALLY???? I CAN'T ACCEPT THIS😭,2022-11-10 13:01:08+00:00,BPForever_Four,BLACKPINK 
642,"hyunsuk ”even if one member out of the 12 is missing, we wouldn't be Treasure! each of the 12 members is very valua… https://t.co/tfqiFDNf8Q",2022-11-10 12:59:16+00:00,loml8skz,skz treasure
643,"maybe we can still see yedam n hear new songs he made in the future, but what about mashiho....? we don't even know… https://t.co/uKQNrsXpoS",2022-11-10 12:58:28+00:00,Watanabee_ara,
644,"i'm not leaving my 10 diamonds, i'm not disappointed at Mashiho and Yedam. i'm just still confused and trying to di… https://t.co/DT1CrbhZx1",2022-11-10 12:56:15+00:00,xtreasureis12x,"Seoul, South Korea"
645,"A life, can we go back to Jikjin era? 

#TREASURE #YEDAM #MASHIHO 
@treasuremembers https://t.co/fkWUypwc8Y",2022-11-10 12:53:04+00:00,kimmdaaa,
646,kayata uy still bawling my eyes out over mashiho and yedam’s departure from treasure,2022-11-10 12:52:55+00:00,jwinono0,asteroid || ??teen
647,"wtb lfs mashiho yedam pc ph

— long dop po sana ^^
— drop your offers po.
— prefer if set. https://t.co/BRNFFIsmoA",2022-11-10 12:49:27+00:00,cart04n,🛒
648,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ
https://t.co/fS61YTGITY",2022-11-10 12:49:23+00:00,easteume, 📷 ig : @easteume
649,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ
https://t.co/1nCncZvPOJ",2022-11-10 12:49:22+00:00,easteume, 📷 ig : @easteume
650,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ
https://t.co/LCK8Lizvk9",2022-11-10 12:49:21+00:00,easteume, 📷 ig : @easteume
651,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ
https://t.co/QzOpzl2FGl",2022-11-10 12:49:20+00:00,easteume, 📷 ig : @easteume
652,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよhttps://t.co/3GRsI3khGm",2022-11-10 12:49:19+00:00,easteume, 📷 ig : @easteume
653,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ
https://t.co/6DMJqEAHGh",2022-11-10 12:49:18+00:00,easteume, 📷 ig : @easteume
654,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ
https://t.co/qT36WibrVl",2022-11-10 12:49:17+00:00,easteume, 📷 ig : @easteume
655,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ
https://t.co/vjLENdvw0B",2022-11-10 12:49:16+00:00,easteume, 📷 ig : @easteume
656,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ
https://t.co/Eeb7fzN2Rm",2022-11-10 12:49:15+00:00,easteume, 📷 ig : @easteume
657,D2 of waiting for Mashiho and Yedam,2022-11-10 12:46:49+00:00,esperanzathraia,teuland
659,"We're doing great, Teumes!

This Worldwide Fans' Choice Category Award will be dedicated to our dearest #MASHIHO &amp;… https://t.co/03ei7XDLX1",2022-11-10 12:43:12+00:00,teume_rosie,Philippines
660,"FROM BLACKSWANS &amp; MASHMELLOWS. 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/WvTphkvfdp",2022-11-10 12:42:29+00:00,yanniehae,she/her | '02 | BLCKSWN🖤🦢 
661,"you know what i'll miss later, even though i know it won't happen again is a photo that was posted randomly which w… https://t.co/G9oijerIV7",2022-11-10 12:42:21+00:00,pajibaee,fa
662,"@mashidam0325 i hope to see those beautiful smiles again, mashiho and yedam &lt;3 i miss u so much😭",2022-11-10 12:41:57+00:00,cutieepouuuu,MASHIHO'S HEARTuee~
664,"#flowerteaPH_OnHand
ON HAND MERCH
WTS LFB 양도 KPOP

Treasure Anniversary Magazine Tingi
Members Set Availability:
(h… https://t.co/BlM2K67tJ2",2022-11-10 12:40:59+00:00,FlowerTeaPH,"Pasay City, Metro Manila"
666,YALL REMEMBER WHEN WE WERE TALKING ABOUT HOW 'THANK YOU' BY ASAHI X HARUTO SOUNDS LIKE AN ANIME OUTRO??? IT REALLY… https://t.co/eZNlENBWES,2022-11-10 12:31:24+00:00,asahiiicart,her/she/y's choc'0lat3
667,@hooniestyles hey i’ve been off twitter lately so idk what’s going on in kpop. are mashiho and yedam leaving the gr… https://t.co/pOV9VnrfTA,2022-11-10 12:25:59+00:00,7namjoonkim,
668,"I know it's a little a late. Thank u to both of u, thank u for all the beautiful memories u made. Take care of ur h… https://t.co/P6RtVxttph",2022-11-10 12:22:38+00:00,jicypark,
669,"@yesdammmmBYD I agree with you, the reason from that company really feels fishy. The real reason for they leave, we… https://t.co/bGJNx0lCCs",2022-11-10 12:21:24+00:00,Riska0906,
670,@kkk_hyu I Love MASHIHO YEDAM 🍀🦊💕💎,2022-11-10 12:21:12+00:00,Thirata_04, ประเทศไทย
671,@arsheen1017 @TeumeMaeva @jhoeviey08 @lovesnyongtory I'm Teume who love all 12 members. You're saying like Mashiho… https://t.co/8PbdLEPS0g,2022-11-10 12:19:24+00:00,TRJunghwanTR,
672,"bump!!!

📎 TREASURE THE SECOND STEP: CHAPTER ONE DIGIPACK— ₱450ea

✅ Haruto
❌ Yedam
❌ Mashiho
✅ Junkyu

Reply ""mine… https://t.co/RP4d7aCvwX",2022-11-10 12:19:22+00:00,zefsmerchph,Cavite
673,"@genhielarchives Can do tingi ( 2 PC and more)  mashiho 90 each 
Yedam 80 each https://t.co/qC6dwms7m9",2022-11-10 12:16:09+00:00,Kaipcart,
674,day three of waiting for yedam and complete healing of mashiho 🦊🍀 https://t.co/ZYsNyKzXqg,2022-11-10 12:13:31+00:00,https_kate_,past
675,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/K8jIgJcJek",2022-11-10 12:12:32+00:00,Jiunuri1,
676,"Mashiho, Yedam
How was your day today? I hope you had enough rest and you were able to spend your time with your lo… https://t.co/hrFPGKgm0G",2022-11-10 12:09:48+00:00,Dazai0897,
677,damn mashiho and yedam,2022-11-10 12:08:00+00:00,8gyul,any pr 18 
678,mashiho and yedam FREEdom,2022-11-10 12:06:33+00:00,deasjoanna,
679,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM🙌🏻👏🏻🫶🏻
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다 #BANGYEDAM #MASHIHO",2022-11-10 12:04:10+00:00,0nlybangyedam,BANG YEDAM
680,"Just realized that 01 line of Treasure is just Jaehyuk and Asahi now and no 02 liner is there left🙂

Currently list… https://t.co/qy9netwgG8",2022-11-10 12:01:37+00:00,Memeful_Treajo,
682,"@treasuremenfess WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM 
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ",2022-11-10 11:59:51+00:00,anaorceana,lalalalala 🦋
683,"@ad4star Thank you🦊🍀
BLACKSWANS &amp; MASHMELLOWS. 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/BudexoZ2Sx",2022-11-10 11:59:29+00:00,rawrhorangi_,she/her 2001 •
684,"@pjwooluvbot @ppeachie94 Being a friend and a close friend is totally different, none can't deny that they're frien… https://t.co/B1ebGHssfU",2022-11-10 11:59:24+00:00,Andromaeda01,
685,"Thank you Takata Mashiho and Bang Yedam, I will support you always. 
I LOVE YOU guys, and Goodbye💙🌟🍀🦊… https://t.co/fPOMkJcp0W",2022-11-10 11:56:34+00:00,bluezle_,
686,"@starfess Never Goodbye - NCT Dream
Somehow this song reminds me of mashiho and yedam",2022-11-10 11:56:18+00:00,ochtendzn,among the stars
687,As much as I wanted you two back. I will respect the decision of the 2 of you wholeheartedly. I will always love yo… https://t.co/WCsVn3vtXT,2022-11-10 11:54:35+00:00,kdramaramapop20,"Queenstown-Lakes District, New"
688,"@dailytre4sure Trust me Yedam is my bias, so it was hard but I have my own life and mental health comes first so I… https://t.co/iW9AbdLbiZ",2022-11-10 11:53:31+00:00,tresssme,Chan's laptop
689,"I will always support yedam, mashiho, and treasure!!!!",2022-11-10 11:51:56+00:00,dodobbykim,
690,"🍀🦊🧡💚🖤🤍❤️🥰

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 11:51:16+00:00,IlliyyinaR,
691,"love lots to my treasure and best of luck, mashiho and yedam. im just here :)",2022-11-10 11:47:44+00:00,sauwoosaeji,she/her || 🇵🇭
692,sheeesh treasure x bang yedam and mashiho crumbs 🥰🥰🥰🥰 https://t.co/miEADctfVE,2022-11-10 11:46:10+00:00,ohbreeeeey,Abbey Road
693,“Ace All rounder Mashiho” and “God Yedam” https://t.co/KIsVrvy1MJ,2022-11-10 11:45:43+00:00,04br1,
694,Me having 90% gut feeling that mashiho and yedam left during hiatus. https://t.co/FESP9xQvcU,2022-11-10 11:40:45+00:00,alltimetreasure,she/her
695,"@YEDAMVOTINGTEAM thank you for everything! I'll wait and forever support whatever decision you guys made! ❤️

WISHI… https://t.co/kBEPThgcd8",2022-11-10 11:39:36+00:00,everlycart,teuland
696,"darockri on repeat because i miss bang yedam, also mashiho.",2022-11-10 11:39:11+00:00,yayamonroll,Kanaya Ophelia.    She / Her.
697,"Yedam was always there for junkyu from the beginning he entered YG as trainee. Started from 4 original member, now… https://t.co/88lHX3aAhx",2022-11-10 11:34:03+00:00,LegendKyu0909,
699,"@damnmocc WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM",2022-11-10 11:33:21+00:00,daine_blackswan,
701,"Maybe Yedam left because he wants to frequently release HIS OWN music, in which YG was known to allow artist to do… https://t.co/NGGnPwfgiV",2022-11-10 11:32:06+00:00,MatetsuYKun,Send me a dm.
702,(3) And I think the same situation will happen later on when people soon moves on about Mashiho and Yedam's departure.,2022-11-10 11:31:30+00:00,Sachi_Brvhh,
703,"I LOVE MASHIHO YEDAM 💖🦊🍀
#BANGYEDAM #MASHIHO https://t.co/stCzKvPkUA",2022-11-10 11:30:48+00:00,TREASURE_06_,
704,anywhere yoj two go we will support you the best we can. Tjank you for being our Treasure Mashiho and yedam! https://t.co/IvEdg8vMFZ,2022-11-10 11:29:41+00:00,alltimetreasure,she/her
705,"when mashiho and yedam's vocals bring me comfort, but also, knowing the reasons why they left is for their comfort… https://t.co/XvAAn0zF2o",2022-11-10 11:28:19+00:00,winteoruru,ℓ-1485 • 012 ♡
706,"@ad4star WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM",2022-11-10 11:28:15+00:00,starlightmeh,she/her | jeongkyudam 
707,"I hope we don't forget Mashiho and Yedam as a part of Treasure. From my experience of a disbandment, members were r… https://t.co/jjhCHmpNCq",2022-11-10 11:28:11+00:00,Sachi_Brvhh,
708,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM",2022-11-10 11:26:42+00:00,starlightmeh,she/her | jeongkyudam 
709,"Once Mashiho and Yedam breath, I'll hype Treasure, Mashiho, and Yedam in silent cause I need a peace while crazying over them",2022-11-10 11:26:40+00:00,TRSRMSHBYD,99's
710,when everything is okay i hope mashiho and yedam will create their ig accounts and post photos that will at least cheer us up :(,2022-11-10 11:20:28+00:00,dedicatedtoCHS,
711,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/sg3KoHIoS9",2022-11-10 11:19:52+00:00,daine_blackswan,
712,"although it's still hard to accept but I will remember you two while supporting my remaining 10 diamonds, so I hope… https://t.co/A48tsvqJa4",2022-11-10 11:16:49+00:00,snowieedayy,she/infp-t
713,hey.. it's nice to know you both until this moment I will always remember all about you two because I decided to be… https://t.co/3AjNNj2rTk,2022-11-10 11:12:16+00:00,koalakyuu09,she
714,@SuperStar_YG @ygtreasuremaker Please don't remove Mashiho &amp; Yedam card. I be you 🥺🥺,2022-11-10 11:11:43+00:00,daisukkyu,Teume Only
715,Sorry treasure and teumes. My heart needs sometime to heal. Treasure was my comfort and home. I just felt like it’s… https://t.co/topKUa1aG6,2022-11-10 11:10:45+00:00,applejammmmmm,"England, United Kingdom"
717,"🍀🦊🤍
WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ",2022-11-10 11:05:42+00:00,ss_9300,2005 ♡
718,"☁️: WTS LFB onhand ph
↷#kahiwagables
TREASURE ASSORTED PHOTOCARDS 

t: treasure pc wts lfb ph asahi haruto jeongwoo… https://t.co/O2tJEk7s9O",2022-11-10 11:04:55+00:00,kahiwaga,she/they
719,@kkk_hyu I LOVE Mashiho Yedam 🫰🏻🥹❤️💕,2022-11-10 11:03:16+00:00,MamizzT,
720,"🤍 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 11:01:31+00:00,hwavyu,I love you always! 🍀🦊
721,mashiho treasure yedam treasure🥹🥹 https://t.co/crBgWOZk8e,2022-11-10 10:57:27+00:00,choiparkhyunsoo,"Kota Yogyakarta, Yogyakarta"
722,Keep smile everywhere you go. For now you can do whatever you want. Keep healthy mashi and always be happy our grea… https://t.co/z61xdIcEwb,2022-11-10 10:56:56+00:00,rzktrsnwt,
723,"@lovesnyongtory thank you for doing this

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/qDAnu8bGVR",2022-11-10 10:56:51+00:00,sxavaa,teuland
724,"at the back of my head, I wish that YG will pull a Jihoon card for Mashiho, if Mashi decides to come back to Treasu… https://t.co/kI9vGRVpLR",2022-11-10 10:53:27+00:00,jijisahikun,YG Entertainment
725,"I'll definitely will miss this ♡ please do take care of yourself mashi, and goodluck to your new journey damie. You… https://t.co/NKRYq1X9Sv",2022-11-10 10:51:33+00:00,myjunkyuluvy,on going » •| ɪᴅéᴇ ғɪxᴇ 
726,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/aaj0WWBxgc",2022-11-10 10:48:57+00:00,bswanmomsph,
727,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/OZeP0XUM2U",2022-11-10 10:48:50+00:00,bswanmomsph,
728,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/Z9JEBqeqPV",2022-11-10 10:48:43+00:00,bswanmomsph,
729,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/tqfUcZzPbR",2022-11-10 10:48:38+00:00,bswanmomsph,
730,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/VVo7riNjOn",2022-11-10 10:48:30+00:00,bswanmomsph,
732,"@kyuhoonie17 WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ",2022-11-10 10:47:27+00:00,wdsry__,
733,"wts // want to sell aab ar treasure

💸 15k/ea (take min 2 pc)

✅ keep event
✅ split payment only (sisain 10k buat c… https://t.co/ZZg340C1kz",2022-11-10 10:46:57+00:00,simplyasahi,teuland
734,@waitingforbyd1 i am a teume and i also support mashiho and yedam. can i still be your friend?,2022-11-10 10:46:30+00:00,SonJimae0902,
735,"All For Yedam and Mashiho

FROM BLACKSWANS &amp; MASHMELLOWS. 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/1092XDSlod",2022-11-10 10:45:11+00:00,top_pcy,V.I.P 05/15/09 ; EXOL 08/15/12
736,"Every day I will miss you both....
WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 10:45:07+00:00,sahi_A_14,
737,"wtb lfs ph only

mashiho, yedam, or ot12 pcs

— max budget: 100 php (will take lowest offer)
— prio is purple or pi… https://t.co/kdoJNmVMTE",2022-11-10 10:42:13+00:00,genhielarchives,in my main account !!
738,"you know that mashiho and yedam is the ones who always boost jeongwoo's confidence, right? i want to see them being… https://t.co/Sa592gMuM2",2022-11-10 10:41:49+00:00,pjw_cu,she/her 20
739,its fake right?? yedam n mashiho is still in treasure right???,2022-11-10 10:39:36+00:00,bvlgariqis,Republic of Korea
740,"Dear ones, I love you. I regret I didn't get to know you from the very start of your stories, but I'm beyond gratef… https://t.co/dEYbBSVUHn",2022-11-10 10:37:28+00:00,kyuyeii,
741,Can’t believe they let Mashiho and Yedam leave… they are like aces… what a waste,2022-11-10 10:37:13+00:00,19990622i,
742,"still available. ₱20 ea ~ 

please read main tweet!:) 

WTS LFB PH TREASURE POSTCARDS

Hyunsuk, Haruto, Yedam, Mash… https://t.co/kjxsWPpn1G",2022-11-10 10:32:53+00:00,teubuys_,10/31 LAPAG - MASTERLIST
743,@4everyoursyedam hai! I'm mashiho stan and will support yedam too,2022-11-10 10:31:36+00:00,iltxxar,
744,Yedam and Mashiho left Treasure wut😭 now ko lng knows huhu,2022-11-10 10:26:57+00:00,kreiiberry,"ships from Pangasinan, Luzon"
745,"still available. ₱100 ea ~ ₱150

please read main tweet!:) 

WTS LFB PH TREASURE PHOTOCARDS

Yedam Mashiho Anniv Ma… https://t.co/vmY5g5i7Ha",2022-11-10 10:26:47+00:00,teubuys_,10/31 LAPAG - MASTERLIST
746,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO https://t.co/IGvsGbjdJf",2022-11-10 10:25:51+00:00,SGAILLLL,ประเทศไทย
747,I know too well they're never coming back. But I don't think I'll ever make peace with it nor return to being that… https://t.co/ztjY8suQXA,2022-11-10 10:25:50+00:00,kyuyeii,
749,"still available. ₱50 ea ~ 

please read main tweet!:) 

WTS LFB PH TREASURE PHOTOCARDS

Yedam, Junghwan, Mashiho, D… https://t.co/TNTemMMCkr",2022-11-10 10:23:06+00:00,teubuys_,10/31 LAPAG - MASTERLIST
750,"@kyuhoonie17 @kattcuki WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ",2022-11-10 10:22:35+00:00,jjaeverse,
751,I'm still hoping that yedam and mashiho will rejoin again to treasure one day cuz who know,2022-11-10 10:21:13+00:00,jaenoriiii,view moments for my works
752,"Are you doing well? Have you eaten? Did you slept well last night?

What are you thinking about right now?

WE TREA… https://t.co/F43GV66Uq9",2022-11-10 10:19:20+00:00,kyuyeii,
753,"still available. ₱50 ea ~ 

please read main tweet!:) 

WTS LFB PH TREASURE PHOTOCARDS

Hyunsuk, Haruto, Junghwan,… https://t.co/xOXwsvDOQD",2022-11-10 10:19:11+00:00,teubuys_,10/31 LAPAG - MASTERLIST
754,I'll soon meet Matetsu and Yedee 💕 and that's the only thing I'm looking forward to right now. It'll feel like hugg… https://t.co/vWgqiJa85y,2022-11-10 10:18:12+00:00,kyuyeii,
755,"@harzutho wishing the best for Yedam and Mashiho also Treasure 
YOU GUYS SLAY IT! 🔥 and Yoshi wow 😅",2022-11-10 10:16:59+00:00,redvejoyi,Delandra 
756,"Mashiho. I'll wait patiently until the day you'd dance again.

Yedam. I'll study hard while you prepare for you son… https://t.co/AZQHRiE0s4",2022-11-10 10:16:27+00:00,kyuyeii,
757,@kkk_hyu I love Mashiho Yedam,2022-11-10 10:16:23+00:00,hong_hxngx,
759,I Love Mashiho Yedam,2022-11-10 10:15:00+00:00,hong_hxngx,
760,Staying here on twitter makes me smile seeing members smiling too. But I don't feel the same excitement I used to e… https://t.co/uYY2hJCKoB,2022-11-10 10:14:46+00:00,kyuyeii,
761,Day 2 without mashiho and Yedam,2022-11-10 10:14:29+00:00,ranshiyo,hati yoshi
762,"Wtb lfs ph [ Helping a friend ] 

Jeongwoo Ohora pc ! 
- Will take lowest offer 
- No to op! 
- Preferably in luzon… https://t.co/VQNtXZOfe6",2022-11-10 10:13:41+00:00,_aylxmy,"*·˚ she/they ✧ minor !? (63+)
multi crackhead title 彡
↘ 
    rcbyf !! 
    moaville シ
    eng/fil"
763,"cuz that's the only choice. however, 10 other members also need support. jujur susah sebenernya, but mau gmn lgi? l… https://t.co/5QpvzAgbkK",2022-11-10 10:13:17+00:00,jifluffyskyc,jihoon's gf 
764,"I can't get myself to watch treasure right now. I'm stuck holding on to really waiting for you two, and realizing y… https://t.co/fqwjOO8RZR",2022-11-10 10:12:54+00:00,kyuyeii,
765,I LOVE MASHIHO YEDAM,2022-11-10 10:12:53+00:00,CMJM_0908,อยู่บ้าน
766,"I miss Mashiho and Yedam
I just entered the fandom a few months ago and I'm sad that I couldn't get they're PCs and… https://t.co/M2DFDhBVkd",2022-11-10 10:08:38+00:00,Nothing58152411,
767,Love you Mashiho Yedam☘️🦊💗,2022-11-10 10:06:41+00:00,NutchadapornE,
768,"Be happy, healthy and good luck, Yedam and Mashiho! Love you! I will wait for you.🦊🍀

Stay strong blackswans and ma… https://t.co/CpczQpRcu6",2022-11-10 10:05:03+00:00,terabg,"Sofia, Bulgaria 🇧🇬"
769,"I'll still love you two, until the end. 
#TREASUREIS12 #MASHIDAM #MASHIHO #YEDAM #TREASURE https://t.co/5Y1sJzOvg5",2022-11-10 10:04:30+00:00,frnchsc_pnc,
770,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/lFBBk4KXEA",2022-11-10 10:04:06+00:00,mashitereu,SheHer
772,@yedamoy Yedam mashiho hello challenge,2022-11-10 10:02:15+00:00,02BYDAM,12 in our heart. 
773,"Teume! This's video LED ADS Projects for Mashiho &amp;amp; Bang Yedam 🥹❣️WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDA…",2022-11-10 10:01:17+00:00,JustinClarissa7,
774,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO https://t.co/emm4AroCKn",2022-11-10 10:01:09+00:00,wi19962005,
775,"FROM BLACKSWANS &amp; MASHMELLOWS. 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 10:01:02+00:00,idkwitd,she/her
776,"want to sell
• ready ina
• freeong 🍊 blh keep event shopee ya
• all inc packing aman 
• all good condi
• stlh co lg… https://t.co/9b875oEzLg",2022-11-10 09:56:50+00:00,jakeysimjh,
777,Thank you for all I will miss you thank you for introducing Treasure to me I am very happy to know you for mashiho… https://t.co/He8jNcAZiT,2022-11-10 09:51:18+00:00,anjay_grace,
778,"The most painful goodbyes are those you were never expected 💔😭
#MASHIHO #YEDAM https://t.co/SgiRjThUwz",2022-11-10 09:50:39+00:00,KeyD7733,
779,"mashiho, yedam you deserve so much good things in this world. thankyou so much for walking this journey with treasu… https://t.co/Dx4iCBoN3n",2022-11-10 09:49:00+00:00,strwbrryburst,Frozen Yogurt Shop
780,Yedam and mashiho do everything you want to do. And i will root for you. Until we meet again.,2022-11-10 09:47:04+00:00,hopegiverBTS,
781,"junkyu hasn't updated for the past few days, he's the closest with yedam and mashiho i hope he is doing well",2022-11-10 09:42:30+00:00,naeuyueopso,
782,what happened to yedam and mashiho /genq,2022-11-10 09:41:35+00:00,tokkissera,puso ni kim sunoo ☀️
784,WDYM MASHIHO AND YEDAM LEFT... 💔,2022-11-10 09:40:12+00:00,svtmultis,
785,WAITTTT WHAT DID I MISSED?! WHAT HAPPENED TO MASHIHO AND YEDAM?!,2022-11-10 09:39:07+00:00,svtmultis,
786,I LOVE MASHIHO YEDAM FOREVER 🤍🍀🦊 https://t.co/Gfy4Ak94SB,2022-11-10 09:37:16+00:00,choyuri12,
787,@yumin_000 @chesuy0n @mochilusi Will you say the same if your bias is in the same position? if you normalize what y… https://t.co/kCDZcbiIlb,2022-11-10 09:35:48+00:00,Andromaeda01,
788,feeling better rn but not means i will forget mashiho and yedam just like that,2022-11-10 09:34:57+00:00,shyyyho_,teume
789,"can we just comfort yedam, mashiho and the rest of treasure members rather than blaming each other or blaming other… https://t.co/8AcmFcUo3K",2022-11-10 09:34:20+00:00,saikihyuk,any pronouns
790,"Jihoon 🐶
Mashiho 🍀
Yedam 🦊
Jeongwoo 🐺
https://t.co/s86RhFuFNC",2022-11-10 09:34:11+00:00,ordinary_TEUME,
791,"want to sell
• ready ina
• freeong 🍊 blh keep event shopee ya
• all inc packing aman 
• all good condi
• stlh co lg… https://t.co/j15f0rMJAI",2022-11-10 09:33:35+00:00,jakeysimjh,
792,"@ArabYeDami WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 09:33:01+00:00,i_suby,
793,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM 

 https://t.co/MKc2H0HcyT",2022-11-10 09:32:49+00:00,daine_blackswan,
794,Dome watching yg treasure box and realised how talented yedam and mashiho in the show. They're so desperate to debu… https://t.co/j6WHk0Qb2v,2022-11-10 09:32:22+00:00,babybread_innie,Malaysia
795,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM 

 https://t.co/z39E8HT9H3",2022-11-10 09:29:06+00:00,daine_blackswan,
